Link 13 Volume (ft3)	
29.416667	1167170.625
29.427083	1162025.75
29.4375	1156897.75
29.447917	1151786.375
29.458333	1146691.875
29.46875	1141613.875
29.479167	1136552.5
29.489583	1131507.5
29.5	1126479
29.510417	1121466.875
29.520833	1116470.875
29.53125	1111491.25
29.541667	1106527.625
29.552083	1101580
29.5625	1096648.375
29.572917	1091732.75
29.583333	1086832.875
29.59375	1081948.75
29.604167	1077080.25
29.614583	1072227.5
29.625	1067390.25
29.635417	1062568.5
29.645833	1057762.125
29.65625	1052971.125
29.666667	1048195.438
29.677083	1043434.938
29.6875	1038689.563
29.697917	1033959.25
29.708333	1029244
29.71875	1024543.688
29.729167	1019858.25
29.739583	1015187.625
29.75	1010531.75
29.760417	1005890.563
29.770833	1001264
29.78125	996652
29.791667	992054.5
29.802083	987471.5
29.8125	982902.8125
29.822917	978348.4375
29.833333	973808.3125
29.84375	969282.4375
29.854167	964770.625
29.864583	960272.9375
29.875	955789.25
29.885417	951319.5
29.895833	946863.625
29.90625	942421.625
29.916667	937993.4375
29.927083	933578.9375
29.9375	929178.0625
29.947917	924790.8125
29.958333	920417.125
29.96875	916056.9375
29.979167	911710.1875
29.989583	907376.875
30	903056.8125
30.010417	898739.125
30.020833	894429.375
30.03125	890127.4375
30.041667	885832.25
30.052083	881542.4375
30.0625	877257.125
30.072917	872975.6875
30.083333	868698.125
30.09375	864424.4375
30.104167	860155.25
30.114583	855891
30.125	851632.4375
30.135417	847380.25
30.145833	843135.25
30.15625	838898
30.166667	834669.1875
30.177083	830449.4375
30.1875	826239.25
30.197917	822039.0625
30.208333	817849.25
30.21875	813670.125
30.229167	809502.0625
30.239583	805345.25
30.25	801199.8125
	
total 	7475270243
